,Source_X,Source_Y,Source_Z,Destination_X,Destination_Y,Destination_Z
122,15.0,33.0,0.0,15.0,33.2879780565,0.0
123,15.0,33.2879780565,0.0,15.0,35.0,0.0
124,15.0,35.0,0.0,15.0,35.2879780565,0.0
125,15.0,35.2879780565,0.0,15.0,37.0,0.0
126,15.0,37.0,0.0,15.0,37.2879780565,0.0
127,15.0,37.2879780565,0.0,15.0,39.0,0.0
128,15.0,39.0,0.0,15.0,39.2879780565,0.0
129,15.0,39.2879780565,0.0,15.0,41.0,0.0
130,15.0,41.0,0.0,15.0,41.2879780565,0.0
131,15.0,41.2879780565,0.0,15.0,43.0,0.0
132,15.0,43.0,0.0,15.0,43.2879780565,0.0
133,15.0,43.2879780565,0.0,15.0,45.0,0.0
134,15.0,45.0,0.0,15.0,45.2879780565,0.0
135,15.0,45.2879780565,0.0,15.0,47.0,0.0
136,15.0,47.0,0.0,15.0,47.2879780565,0.0
137,15.0,47.2879780565,0.0,15.0,49.0,0.0
138,15.0,49.0,0.0,15.0,49.2879780565,0.0
139,15.0,49.2879780565,0.0,15.0,51.0,0.0
140,15.0,51.0,0.0,15.0,51.2879780565,0.0
141,15.0,51.2879780565,0.0,15.0,53.0,0.0
142,15.0,53.0,0.0,15.0,53.2879780565,0.0
143,15.0,53.2879780565,0.0,15.0,55.0,0.0
144,15.0,55.0,0.0,15.0,55.2879780565,0.0
145,15.0,55.2879780565,0.0,15.0,57.0,0.0
146,15.0,57.0,0.0,15.0,57.2879780565,0.0
147,15.0,57.2879780565,0.0,15.0,59.0,0.0
148,15.0,59.0,0.0,15.0,59.2879780565,0.0
149,15.0,59.2879780565,0.0,15.0,61.0,0.0
150,15.0,61.0,0.0,15.0,61.2879780565,0.0
151,15.0,61.2879780565,0.0,15.0,63.0,0.0
152,15.0,63.0,0.0,15.0,63.2879780565,0.0
153,15.0,63.2879780565,0.0,15.0,65.0,0.0
154,15.0,65.0,0.0,15.0,65.2879780565,0.0
155,15.0,65.2879780565,0.0,15.0,67.0,0.0
156,15.0,67.0,0.0,15.0,67.2879780565,0.0
157,15.0,67.2879780565,0.0,15.0,69.0,0.0
158,15.0,69.0,0.0,15.0,69.2879780565,0.0
159,15.0,69.2879780565,0.0,15.0,71.0,0.0
160,15.0,71.0,0.0,15.0,71.2879780565,0.0
161,15.0,71.2879780565,0.0,15.0,73.0,0.0
162,15.0,73.0,0.0,15.0,73.2879780565,0.0
163,15.0,73.2879780565,0.0,15.0,75.0,0.0
164,15.0,75.0,0.0,15.0,75.2879780565,0.0
165,15.0,75.2879780565,0.0,15.0,77.0,0.0
166,15.0,77.0,0.0,15.0,77.2879780565,0.0
167,15.0,77.2879780565,0.0,15.0,79.0,0.0
168,15.0,79.0,0.0,15.0,79.2879780565,0.0
169,15.0,79.2879780565,0.0,16.3162707158,77.7821787994,0.0
170,16.3162707158,77.7821787994,0.0,17.0,77.0,0.0
171,17.0,77.0,0.0,17.6796084275,76.3203915725,0.0
172,17.6796084275,76.3203915725,0.0,19.0,75.0,0.0
173,19.0,75.0,0.0,19.0938219899,74.9061780101,0.0
174,19.0938219899,74.9061780101,0.0,20.5080355523,73.4919644477,0.0
175,20.5080355523,73.4919644477,0.0,21.0,73.0,0.0
176,21.0,73.0,0.0,21.9222491146,72.0777508854,0.0
177,21.9222491146,72.0777508854,0.0,23.0,71.0,0.0
178,23.0,71.0,0.0,23.336462677,70.663537323,0.0
179,23.336462677,70.663537323,0.0,24.7506762394,69.2493237606,0.0
180,24.7506762394,69.2493237606,0.0,25.0,69.0,0.0
181,25.0,69.0,0.0,26.1648898018,67.8351101982,0.0
182,26.1648898018,67.8351101982,0.0,27.0,67.0,0.0
183,27.0,67.0,0.0,27.5791033641,66.4208966359,0.0
184,27.5791033641,66.4208966359,0.0,28.9933169265,65.0066830735,0.0
185,28.9933169265,65.0066830735,0.0,29.0,65.0,0.0
186,29.0,65.0,0.0,30.4075304889,63.5924695111,0.0
187,30.4075304889,63.5924695111,0.0,31.0,63.0,0.0
188,31.0,63.0,0.0,31.8217440513,62.1782559487,0.0
189,31.8217440513,62.1782559487,0.0,33.0,61.0,0.0
190,33.0,61.0,0.0,33.2359576136,60.7640423864,0.0
191,33.2359576136,60.7640423864,0.0,34.650171176,59.349828824,0.0
192,34.650171176,59.349828824,0.0,35.0,59.0,0.0
193,35.0,59.0,0.0,36.0643847384,57.9356152616,0.0
194,36.0643847384,57.9356152616,0.0,37.0,57.0,0.0
195,37.0,57.0,0.0,37.4785983007,56.5214016993,0.0
196,37.4785983007,56.5214016993,0.0,38.8928118631,55.1071881369,0.0
197,38.8928118631,55.1071881369,0.0,39.0,55.0,0.0
198,39.0,55.0,0.0,40.3070254255,53.6929745745,0.0
199,40.3070254255,53.6929745745,0.0,41.0,53.0,0.0
200,41.0,53.0,0.0,41.7212389879,52.2787610121,0.0
201,41.7212389879,52.2787610121,0.0,43.0,51.0,0.0
202,43.0,51.0,0.0,43.1354525502,50.8645474498,0.0
203,43.1354525502,50.8645474498,0.0,44.5496661126,49.4503338874,0.0
204,44.5496661126,49.4503338874,0.0,45.0,49.0,0.0
205,45.0,49.0,0.0,45.963879675,48.036120325,0.0
206,45.963879675,48.036120325,0.0,47.0,47.0,0.0
207,47.0,47.0,0.0,47.3780932374,46.6219067626,0.0
208,47.3780932374,46.6219067626,0.0,48.7923067997,45.2076932003,0.0
209,48.7923067997,45.2076932003,0.0,49.0,45.0,0.0
210,49.0,45.0,0.0,50.2065203621,43.7934796379,0.0
211,50.2065203621,43.7934796379,0.0,51.0,43.0,0.0
212,51.0,43.0,0.0,51.6207339245,42.3792660755,0.0
213,51.6207339245,42.3792660755,0.0,53.0,41.0,0.0
214,53.0,41.0,0.0,53.0349474869,40.9650525131,0.0
215,53.0349474869,40.9650525131,0.0,54.4491610492,39.5508389508,0.0
216,54.4491610492,39.5508389508,0.0,55.0,39.0,0.0
217,55.0,39.0,0.0,55.8633746116,38.1366253884,0.0
218,55.8633746116,38.1366253884,0.0,57.0,37.0,0.0
219,57.0,37.0,0.0,57.277588174,36.722411826,0.0
220,57.277588174,36.722411826,0.0,58.6918017363,35.3081982637,0.0
221,58.6918017363,35.3081982637,0.0,59.0,35.0,0.0
222,59.0,35.0,0.0,60.1060152987,33.8939847013,0.0
223,60.1060152987,33.8939847013,0.0,61.0,33.0,0.0
224,61.0,33.0,0.0,61.5202288611,32.4797711389,0.0
225,61.5202288611,32.4797711389,0.0,62.9344424235,31.0655575765,0.0
226,62.9344424235,31.0655575765,0.0,63.0,31.0,0.0
227,63.0,31.0,0.0,64.3486559858,29.6513440142,0.0
228,64.3486559858,29.6513440142,0.0,65.0,29.0,0.0
229,65.0,29.0,0.0,65.7628695482,28.2371304518,0.0
230,65.7628695482,28.2371304518,0.0,67.0,27.0,0.0
231,67.0,27.0,0.0,67.1770831106,26.8229168894,0.0
232,67.1770831106,26.8229168894,0.0,68.591296673,25.408703327,0.0
233,68.591296673,25.408703327,0.0,69.0,25.0,0.0
234,69.0,25.0,0.0,70.0055102353,23.9944897647,0.0
235,70.0055102353,23.9944897647,0.0,71.0,23.0,0.0
236,71.0,23.0,0.0,71.4197237977,22.5802762023,0.0
237,71.4197237977,22.5802762023,0.0,72.8339373601,21.1660626399,0.0
238,72.8339373601,21.1660626399,0.0,73.0,21.0,0.0
239,73.0,21.0,0.0,74.2481509224,19.7518490776,0.0
240,74.2481509224,19.7518490776,0.0,75.0,19.0,0.0
241,75.0,19.0,0.0,75.6623644848,18.3376355152,0.0
242,75.6623644848,18.3376355152,0.0,77.0,17.0,0.0
243,77.0,17.0,0.0,77.1082977129,17.0,0.0
244,77.1082977129,17.0,0.0,79.0,17.0,0.0
245,79.0,17.0,0.0,79.1082977129,17.0,0.0
246,79.1082977129,17.0,0.0,81.0,17.0,0.0
247,81.0,17.0,0.0,81.1082977129,17.0,0.0
248,81.1082977129,17.0,0.0,83.0,17.0,0.0
249,83.0,17.0,0.0,83.1082977129,17.0,0.0
250,83.1082977129,17.0,0.0,85.0,17.0,0.0
251,85.0,17.0,0.0,85.1082977129,17.0,0.0
252,85.1082977129,17.0,0.0,87.0,17.0,0.0
253,87.0,17.0,0.0,87.1082977129,17.0,0.0
254,87.1082977129,17.0,0.0,89.0,17.0,0.0
255,89.0,17.0,0.0,89.1082977129,17.0,0.0
256,89.1082977129,17.0,0.0,87.6573085033,18.3764557071,0.0
257,87.6573085033,18.3764557071,0.0,87.0,19.0,0.0
258,87.0,19.0,0.0,86.2264353094,19.7735646906,0.0
259,86.2264353094,19.7735646906,0.0,85.0,21.0,0.0
260,85.0,21.0,0.0,84.812221747,21.187778253,0.0
261,84.812221747,21.187778253,0.0,83.3980081846,22.6019918154,0.0
262,83.3980081846,22.6019918154,0.0,83.0,23.0,0.0
263,83.0,23.0,0.0,81.9837946223,24.0162053777,0.0
264,81.9837946223,24.0162053777,0.0,81.0,25.0,0.0
265,81.0,25.0,0.0,80.5695810599,25.4304189401,0.0
266,80.5695810599,25.4304189401,0.0,79.1553674975,26.8446325025,0.0
267,79.1553674975,26.8446325025,0.0,79.0,27.0,0.0
268,79.0,27.0,0.0,77.7411539351,28.2588460649,0.0
269,77.7411539351,28.2588460649,0.0,77.0,29.0,0.0
270,77.0,29.0,0.0,76.3269403728,29.6730596272,0.0
271,76.3269403728,29.6730596272,0.0,75.0,31.0,0.0
272,75.0,31.0,0.0,74.9127268104,31.0872731896,0.0
273,74.9127268104,31.0872731896,0.0,73.498513248,32.501486752,0.0
274,73.498513248,32.501486752,0.0,73.0,33.0,0.0
275,73.0,33.0,0.0,72.0842996856,33.9157003144,0.0
276,72.0842996856,33.9157003144,0.0,71.0,35.0,0.0
277,71.0,35.0,0.0,70.6700861233,35.3299138767,0.0
278,70.6700861233,35.3299138767,0.0,69.2558725609,36.7441274391,0.0
279,69.2558725609,36.7441274391,0.0,69.0,37.0,0.0
280,69.0,37.0,0.0,67.8416589985,38.1583410015,0.0
281,67.8416589985,38.1583410015,0.0,67.0,39.0,0.0
282,67.0,39.0,0.0,66.4274454361,39.5725545639,0.0
283,66.4274454361,39.5725545639,0.0,65.0132318738,40.9867681262,0.0
284,65.0132318738,40.9867681262,0.0,65.0,41.0,0.0
285,65.0,41.0,0.0,63.5990183114,42.4009816886,0.0
286,63.5990183114,42.4009816886,0.0,63.0,43.0,0.0
287,63.0,43.0,0.0,62.184804749,43.815195251,0.0
288,62.184804749,43.815195251,0.0,61.0,45.0,0.0
289,61.0,45.0,0.0,60.7705911867,45.2294088133,0.0
290,60.7705911867,45.2294088133,0.0,59.3563776243,46.6436223757,0.0
291,59.3563776243,46.6436223757,0.0,59.0,47.0,0.0
292,59.0,47.0,0.0,57.9421640619,48.0578359381,0.0
293,57.9421640619,48.0578359381,0.0,57.0,49.0,0.0
294,57.0,49.0,0.0,56.5279504995,49.4720495005,0.0
295,56.5279504995,49.4720495005,0.0,55.1137369372,50.8862630628,0.0
296,55.1137369372,50.8862630628,0.0,55.0,51.0,0.0
297,55.0,51.0,0.0,53.6995233748,52.3004766252,0.0
298,53.6995233748,52.3004766252,0.0,53.0,53.0,0.0
299,53.0,53.0,0.0,52.2853098124,53.7146901876,0.0
300,52.2853098124,53.7146901876,0.0,51.0,55.0,0.0
301,51.0,55.0,0.0,50.87109625,55.12890375,0.0
302,50.87109625,55.12890375,0.0,49.4568826877,56.5431173123,0.0
303,49.4568826877,56.5431173123,0.0,49.0,57.0,0.0
304,49.0,57.0,0.0,48.0426691253,57.9573308747,0.0
305,48.0426691253,57.9573308747,0.0,47.0,59.0,0.0
306,47.0,59.0,0.0,46.6284555629,59.3715444371,0.0
307,46.6284555629,59.3715444371,0.0,45.2142420006,60.7857579994,0.0
308,45.2142420006,60.7857579994,0.0,45.0,61.0,0.0
309,45.0,61.0,0.0,43.8000284382,62.1999715618,0.0
310,43.8000284382,62.1999715618,0.0,43.0,63.0,0.0
311,43.0,63.0,0.0,42.3858148758,63.6141851242,0.0
312,42.3858148758,63.6141851242,0.0,41.0,65.0,0.0
313,41.0,65.0,0.0,40.9716013134,65.0283986866,0.0
314,40.9716013134,65.0283986866,0.0,39.5573877511,66.4426122489,0.0
315,39.5573877511,66.4426122489,0.0,39.0,67.0,0.0
316,39.0,67.0,0.0,38.1431741887,67.8568258113,0.0
317,38.1431741887,67.8568258113,0.0,37.0,69.0,0.0
318,37.0,69.0,0.0,36.7289606263,69.2710393737,0.0
319,36.7289606263,69.2710393737,0.0,35.3147470639,70.6852529361,0.0
320,35.3147470639,70.6852529361,0.0,35.0,71.0,0.0
321,35.0,71.0,0.0,33.9005335016,72.0994664984,0.0
322,33.9005335016,72.0994664984,0.0,33.0,73.0,0.0
323,33.0,73.0,0.0,32.4863199392,73.5136800608,0.0
324,32.4863199392,73.5136800608,0.0,31.0721063768,74.9278936232,0.0
325,31.0721063768,74.9278936232,0.0,31.0,75.0,0.0
326,31.0,75.0,0.0,29.6578928144,76.3421071856,0.0
327,29.6578928144,76.3421071856,0.0,29.0,77.0,0.0
328,29.0,77.0,0.0,28.2436792521,77.7563207479,0.0
329,28.2436792521,77.7563207479,0.0,27.0,79.0,0.0
330,27.0,79.0,0.0,26.8294656897,79.1705343103,0.0
331,26.8294656897,79.1705343103,0.0,25.4152521273,80.5847478727,0.0
332,25.4152521273,80.5847478727,0.0,25.0,81.0,0.0
333,25.0,81.0,0.0,23.5872551903,81.0,0.0
334,23.5872551903,81.0,0.0,23.0,81.0,0.0
335,23.0,81.0,0.0,21.5872551903,81.0,0.0
336,21.5872551903,81.0,0.0,21.0,81.0,0.0
337,21.0,81.0,0.0,19.5872551903,81.0,0.0
338,19.5872551903,81.0,0.0,19.0,81.0,0.0
339,19.0,81.0,0.0,17.5872551903,81.0,0.0
340,17.5872551903,81.0,0.0,18.7411558257,82.6335584849,0.0
341,18.7411558257,82.6335584849,0.0,19.0,83.0,0.0
342,19.0,83.0,0.0,20.0969757253,84.0969757253,0.0
343,20.0969757253,84.0969757253,0.0,21.0,85.0,0.0
344,21.0,85.0,0.0,21.5111892877,85.5111892877,0.0
345,21.5111892877,85.5111892877,0.0,22.92540285,86.92540285,0.0
346,22.92540285,86.92540285,0.0,23.0,87.0,0.0
347,23.0,87.0,0.0,24.3396164124,88.3396164124,0.0
348,24.3396164124,88.3396164124,0.0,25.0,89.0,0.0
349,25.0,89.0,0.0,25.7538299748,89.7538299748,0.0
350,25.7538299748,89.7538299748,0.0,27.0,91.0,0.0
351,27.0,91.0,0.0,27.2376494493,91.0,0.0
352,27.2376494493,91.0,0.0,29.0,91.0,0.0
353,29.0,91.0,0.0,29.2376494493,91.0,0.0
354,29.2376494493,91.0,0.0,31.0,91.0,0.0
355,31.0,91.0,0.0,31.2376494493,91.0,0.0
356,31.2376494493,91.0,0.0,33.0,91.0,0.0
357,33.0,91.0,0.0,33.2376494493,91.0,0.0
358,33.2376494493,91.0,0.0,35.0,91.0,0.0
359,35.0,91.0,0.0,35.2376494493,91.0,0.0
360,35.2376494493,91.0,0.0,37.0,91.0,0.0
361,37.0,91.0,0.0,37.2376494493,91.0,0.0
362,37.2376494493,91.0,0.0,39.0,91.0,0.0
363,39.0,91.0,0.0,39.2376494493,91.0,0.0
364,39.2376494493,91.0,0.0,41.0,91.0,0.0
365,41.0,91.0,0.0,41.2376494493,91.0,0.0
366,41.2376494493,91.0,0.0,43.0,91.0,0.0
367,43.0,91.0,0.0,43.2376494493,91.0,0.0
368,43.2376494493,91.0,0.0,45.0,91.0,0.0
369,45.0,91.0,0.0,45.2376494493,91.0,0.0
370,45.2376494493,91.0,0.0,47.0,91.0,0.0
371,47.0,91.0,0.0,47.2376494493,91.0,0.0
372,47.2376494493,91.0,0.0,49.0,91.0,0.0
373,49.0,91.0,0.0,49.2376494493,91.0,0.0
374,49.2376494493,91.0,0.0,51.0,91.0,0.0
375,51.0,91.0,0.0,51.2376494493,91.0,0.0
376,51.2376494493,91.0,0.0,53.0,91.0,0.0
377,53.0,91.0,0.0,53.2376494493,91.0,0.0
378,53.2376494493,91.0,0.0,55.0,91.0,0.0
379,55.0,91.0,0.0,55.2376494493,91.0,0.0
380,55.2376494493,91.0,0.0,57.0,91.0,0.0
381,57.0,91.0,0.0,57.2376494493,91.0,0.0
382,57.2376494493,91.0,0.0,59.0,91.0,0.0
383,59.0,91.0,0.0,59.2376494493,91.0,0.0
384,59.2376494493,91.0,0.0,61.0,91.0,0.0
385,61.0,91.0,0.0,61.2376494493,91.0,0.0
386,61.2376494493,91.0,0.0,63.0,91.0,0.0
387,63.0,91.0,0.0,63.2376494493,91.0,0.0
388,63.2376494493,91.0,0.0,65.0,91.0,0.0
389,65.0,91.0,0.0,65.2376494493,91.0,0.0
390,65.2376494493,91.0,0.0,67.0,91.0,0.0
391,67.0,91.0,0.0,67.2376494493,91.0,0.0
392,67.2376494493,91.0,0.0,69.0,91.0,0.0
393,69.0,91.0,0.0,69.2376494493,91.0,0.0
394,69.2376494493,91.0,0.0,67.7464691561,89.6671904362,0.0
395,67.7464691561,89.6671904362,0.0,67.0,89.0,0.0
396,67.0,89.0,0.0,66.2937268586,88.2937268586,0.0
397,66.2937268586,88.2937268586,0.0,65.0,87.0,0.0
398,65.0,87.0,0.0,64.8795132962,86.8795132962,0.0
399,64.8795132962,86.8795132962,0.0,63.4652997338,85.4652997338,0.0
400,63.4652997338,85.4652997338,0.0,63.0,85.0,0.0
401,63.0,85.0,0.0,62.0510861715,84.0510861715,0.0
402,62.0510861715,84.0510861715,0.0,61.0,83.0,0.0
403,61.0,83.0,0.0,60.6368726091,82.6368726091,0.0
404,60.6368726091,82.6368726091,0.0,59.2226590467,81.2226590467,0.0
405,59.2226590467,81.2226590467,0.0,59.0,81.0,0.0
406,59.0,81.0,0.0,57.8084454844,79.8084454844,0.0
407,57.8084454844,79.8084454844,0.0,57.0,79.0,0.0
408,57.0,79.0,0.0,56.394231922,78.394231922,0.0
409,56.394231922,78.394231922,0.0,55.0,77.0,0.0
410,55.0,77.0,0.0,54.9800183596,76.9800183596,0.0
411,54.9800183596,76.9800183596,0.0,53.5658047972,75.5658047972,0.0
412,53.5658047972,75.5658047972,0.0,53.0,75.0,0.0
413,53.0,75.0,0.0,52.1515912349,74.1515912349,0.0
414,52.1515912349,74.1515912349,0.0,51.0,73.0,0.0
415,51.0,73.0,0.0,50.7373776725,72.7373776725,0.0
416,50.7373776725,72.7373776725,0.0,49.3231641101,71.3231641101,0.0
417,49.3231641101,71.3231641101,0.0,49.0,71.0,0.0
418,49.0,71.0,0.0,47.9089505477,69.9089505477,0.0
419,47.9089505477,69.9089505477,0.0,47.0,69.0,0.0
420,47.0,69.0,0.0,46.4947369854,68.4947369854,0.0
421,46.4947369854,68.4947369854,0.0,45.080523423,67.080523423,0.0
422,45.080523423,67.080523423,0.0,45.0,67.0,0.0
423,45.0,67.0,0.0,43.6663098606,65.6663098606,0.0
424,43.6663098606,65.6663098606,0.0,43.0,65.0,0.0
425,43.0,65.0,0.0,42.2520962982,64.2520962982,0.0
426,42.2520962982,64.2520962982,0.0,41.0,63.0,0.0
427,41.0,63.0,0.0,40.8378827359,62.8378827359,0.0
428,40.8378827359,62.8378827359,0.0,39.4236691735,61.4236691735,0.0
429,39.4236691735,61.4236691735,0.0,39.0,61.0,0.0
430,39.0,61.0,0.0,38.0094556111,60.0094556111,0.0
431,38.0094556111,60.0094556111,0.0,37.0,59.0,0.0
432,37.0,59.0,0.0,36.5952420488,58.5952420488,0.0
433,36.5952420488,58.5952420488,0.0,35.1810284864,57.1810284864,0.0
434,35.1810284864,57.1810284864,0.0,35.0,57.0,0.0
435,35.0,57.0,0.0,33.766814924,55.766814924,0.0
436,33.766814924,55.766814924,0.0,33.0,55.0,0.0
437,33.0,55.0,0.0,32.3526013616,54.3526013616,0.0
438,32.3526013616,54.3526013616,0.0,31.0,53.0,0.0
439,31.0,53.0,0.0,30.9383877993,52.9383877993,0.0
440,30.9383877993,52.9383877993,0.0,29.5241742369,51.5241742369,0.0
441,29.5241742369,51.5241742369,0.0,29.0,51.0,0.0
442,29.0,51.0,0.0,28.1099606745,50.1099606745,0.0
443,28.1099606745,50.1099606745,0.0,27.0,49.0,0.0
444,27.0,49.0,0.0,26.6957471121,48.6957471121,0.0
445,26.6957471121,48.6957471121,0.0,25.2815335498,47.2815335498,0.0
